image_path,xmin,xmax,ymin,ymax,class_id
dataset\0004붉은관유황앵무\0004_00000030.jpg,81,158,40,100,4
dataset\0004붉은관유황앵무\0004_00000040.jpg,69,145,38,99,4
dataset\0004붉은관유황앵무\0004_00000129.jpg,45,141,52,151,4
dataset\0004붉은관유황앵무\0004_00000074.jpg,178,231,115,164,4
dataset\0004붉은관유황앵무\0004_00000220.jpg,133,229,37,112,4
dataset\0004붉은관유황앵무\0004_00000160.jpg,109,202,60,148,4
dataset\0004붉은관유황앵무\0004_00000186.jpg,162,230,17,121,4
dataset\0004붉은관유황앵무\0004_00000231.jpg,145,196,84,143,4
dataset\0004붉은관유황앵무\0004_00000177.jpg,144,212,26,131,4
dataset\0004붉은관유황앵무\0004_00000066.jpg,172,226,109,159,4
dataset\0004붉은관유황앵무\0004_00000235.jpg,129,254,22,125,4
dataset\0004붉은관유황앵무\0004_00000026.jpg,91,167,38,99,4
dataset\0004붉은관유황앵무\0004_00000232.jpg,117,179,77,164,4
dataset\0004붉은관유황앵무\0004_00000225.jpg,175,265,8,79,4
dataset\0004붉은관유황앵무\0004_00000091.jpg,147,226,58,141,4
dataset\0004붉은관유황앵무\0004_00000217.jpg,87,163,76,125,4
dataset\0004붉은관유황앵무\0004_00000185.jpg,164,233,18,123,4
dataset\0004붉은관유황앵무\0004_00000437.jpg,88,186,10,128,4
dataset\0004붉은관유황앵무\0004_00000429.jpg,100,139,104,143,4
dataset\0004붉은관유황앵무\0004_00000492.jpg,77,222,46,229,4
dataset\0004붉은관유황앵무\0004_00000435.jpg,24,219,16,104,4
dataset\0004붉은관유황앵무\0004_00000407.jpg,99,199,21,97,4
dataset\0004붉은관유황앵무\0004_00000305.jpg,8,128,10,174,4
dataset\0004붉은관유황앵무\0004_00000370.jpg,97,172,93,163,4
dataset\0004붉은관유황앵무\0004_00000487.jpg,83,212,20,241,4
dataset\0004붉은관유황앵무\0004_00000476.jpg,103,167,73,141,4
dataset\0004붉은관유황앵무\0004_00000399.jpg,137,206,30,136,4
dataset\0004붉은관유황앵무\0004_00000356.jpg,155,247,25,101,4
dataset\0004붉은관유황앵무\0004_00000417.jpg,147,215,33,135,4
dataset\0004붉은관유황앵무\0004_00000377.jpg,123,172,124,180,4
dataset\0004붉은관유황앵무\0004_00000288.jpg,104,162,128,170,4
dataset\0004붉은관유황앵무\0004_00000391.jpg,99,143,119,171,4
dataset\0004붉은관유황앵무\0004_00000358.jpg,103,207,30,93,4
dataset\0004붉은관유황앵무\0004_00000347.jpg,107,243,48,237,4
dataset\0004붉은관유황앵무\0004_00000330.jpg,139,190,120,195,4
dataset\0004붉은관유황앵무\0004_00000464.jpg,60,287,21,215,4
dataset\0004붉은관유황앵무\0004_00000351.jpg,95,225,79,196,4
dataset\0004붉은관유황앵무\0004_00000381.jpg,80,216,13,117,4
dataset\0004붉은관유황앵무\0004_00000366.jpg,32,210,34,178,4
dataset\0004붉은관유황앵무\0004_00000293.jpg,54,113,29,80,4
dataset\0004붉은관유황앵무\0004_00000297.jpg,66,156,72,150,4
dataset\0004붉은관유황앵무\0004_00000255.jpg,140,194,52,111,4
dataset\0004붉은관유황앵무\0004_00000332.jpg,125,200,20,107,4
dataset\0004붉은관유황앵무\0004_00000374.jpg,155,241,22,101,4
dataset\0004붉은관유황앵무\0004_00000392.jpg,22,247,50,168,4
dataset\0004붉은관유황앵무\0004_00000460.jpg,20,281,9,219,4
dataset\0004붉은관유황앵무\0004_00000283.jpg,24,222,26,230,4
dataset\0004붉은관유황앵무\0004_00000380.jpg,76,212,40,234,4
dataset\0004붉은관유황앵무\0004_00000285.jpg,128,222,52,109,4
dataset\0004붉은관유황앵무\0004_00000457.jpg,18,283,38,269,4
dataset\0004붉은관유황앵무\0004_00000368.jpg,20,281,73,231,4
dataset\0004붉은관유황앵무\0004_00000481.jpg,164,235,72,148,4
dataset\0004붉은관유황앵무\0004_00000338.jpg,99,171,10,76,4
dataset\0004붉은관유황앵무\0004_00000494.jpg,60,211,69,262,4
dataset\0004붉은관유황앵무\0004_00000458.jpg,56,237,32,192,4
dataset\0004붉은관유황앵무\0004_00000449.jpg,140,251,8,111,4
dataset\0004붉은관유황앵무\0004_00000328.jpg,80,219,49,245,4
dataset\0004붉은관유황앵무\0004_00000379.jpg,116,167,124,172,4
dataset\0004붉은관유황앵무\0004_00000485.jpg,40,262,21,273,4
dataset\0004붉은관유황앵무\0004_00000475.jpg,29,208,12,238,4
dataset\0004붉은관유황앵무\0004_00000372.jpg,175,282,12,162,4
dataset\0004붉은관유황앵무\0004_00000455.jpg,196,287,36,143,4
dataset\0004붉은관유황앵무\0004_00000276.jpg,91,257,56,215,4
dataset\0004붉은관유황앵무\0004_00000282.jpg,57,231,8,175,4
dataset\0004붉은관유황앵무\0004_00000430.jpg,29,262,14,155,4
dataset\0004붉은관유황앵무\0004_00000452.jpg,29,222,28,168,4
dataset\0004붉은관유황앵무\0004_00000257.jpg,69,222,18,214,4
dataset\0004붉은관유황앵무\0004_00000306.jpg,129,203,46,124,4
dataset\0004붉은관유황앵무\0004_00000385.jpg,131,286,17,148,4
dataset\0004붉은관유황앵무\0004_00000267.jpg,125,210,46,124,4
dataset\0004붉은관유황앵무\0004_00000450.jpg,38,249,58,184,4
dataset\0004붉은관유황앵무\0004_00000466.jpg,147,293,14,192,4
dataset\0004붉은관유황앵무\0004_00000473.jpg,18,289,18,227,4
dataset\0004붉은관유황앵무\0004_00000426.jpg,136,285,68,155,4
dataset\0004붉은관유황앵무\0004_00000420.jpg,26,187,4,113,4
dataset\0004붉은관유황앵무\0004_00000254.jpg,99,187,54,223,4
dataset\0004붉은관유황앵무\0004_00000439.jpg,85,184,25,87,4
dataset\0004붉은관유황앵무\0004_00000253.jpg,57,291,30,258,4
dataset\0004붉은관유황앵무\0004_00000264.jpg,65,239,8,249,4
dataset\0004붉은관유황앵무\0004_00000336.jpg,75,164,68,152,4
dataset\0004붉은관유황앵무\0004_00000294.jpg,152,237,88,187,4
dataset\0004붉은관유황앵무\0004_00000303.jpg,75,196,9,100,4
dataset\0004붉은관유황앵무\0004_00000398.jpg,117,211,25,87,4
dataset\0004붉은관유황앵무\0004_00000359.jpg,32,216,60,267,4
dataset\0004붉은관유황앵무\0004_00000409.jpg,148,266,28,101,4
dataset\0004붉은관유황앵무\0004_00000265.jpg,107,227,26,92,4
dataset\0004붉은관유황앵무\0004_00000402.jpg,121,192,61,136,4
dataset\0004붉은관유황앵무\0004_00000468.jpg,32,259,70,204,4
dataset\0004붉은관유황앵무\0004_00000413.jpg,62,129,105,162,4
dataset\0004붉은관유황앵무\0004_00000342.jpg,137,208,29,125,4
dataset\0004붉은관유황앵무\0004_00000371.jpg,60,202,10,117,4
dataset\0004붉은관유황앵무\0004_00000471.jpg,56,215,52,154,4
dataset\0004붉은관유황앵무\0004_00000316.jpg,52,166,9,105,4
dataset\0004붉은관유황앵무\0004_00000337.jpg,131,231,6,75,4
dataset\0004붉은관유황앵무\0004_00000462.jpg,99,172,34,124,4
dataset\0004붉은관유황앵무\0004_00000308.jpg,53,150,34,91,4
dataset\0004붉은관유황앵무\0004_00000478.jpg,120,222,26,97,4
dataset\0004붉은관유황앵무\0004_00000443.jpg,113,192,70,141,4
dataset\0004붉은관유황앵무\0004_00000355.jpg,73,253,24,263,4
dataset\0004붉은관유황앵무\0004_00000384.jpg,124,238,56,187,4
dataset\0004붉은관유황앵무\0004_00000440.jpg,121,176,30,97,4
dataset\0004붉은관유황앵무\0004_00000404.jpg,97,212,9,127,4
dataset\0004붉은관유황앵무\0004_00000312.jpg,32,275,6,194,4
dataset\0004붉은관유황앵무\0004_00000284.jpg,120,231,9,216,4
dataset\0004붉은관유황앵무\0004_00000376.jpg,69,183,61,179,4
dataset\0004붉은관유황앵무\0004_00000261.jpg,34,243,14,235,4
dataset\0004붉은관유황앵무\0004_00000414.jpg,56,116,113,159,4
dataset\0004붉은관유황앵무\0004_00000421.jpg,79,176,21,123,4
dataset\0004붉은관유황앵무\0004_00000327.jpg,62,178,18,96,4
dataset\0004붉은관유황앵무\0004_00000318.jpg,108,180,112,155,4
dataset\0004붉은관유황앵무\0004_00000266.jpg,50,262,24,277,4
dataset\0004붉은관유황앵무\0004_00000491.jpg,184,289,12,184,4
dataset\0004붉은관유황앵무\0004_00000400.jpg,76,215,20,96,4
dataset\0004붉은관유황앵무\0004_00000467.jpg,132,188,52,156,4
dataset\0004붉은관유황앵무\0004_00000416.jpg,127,253,26,112,4
dataset\0004붉은관유황앵무\0004_00000295.jpg,24,285,44,226,4
dataset\0004붉은관유황앵무\0004_00000454.jpg,66,198,9,107,4
dataset\0004붉은관유황앵무\0004_00000278.jpg,143,208,80,158,4
dataset\0004붉은관유황앵무\0004_00000431.jpg,131,222,28,119,4
dataset\0004붉은관유황앵무\0004_00000493.jpg,50,245,8,239,4
dataset\0004붉은관유황앵무\0004_00000280.jpg,97,171,119,168,4
dataset\0004붉은관유황앵무\0004_00000350.jpg,37,198,54,166,4
dataset\0004붉은관유황앵무\0004_00000369.jpg,124,212,69,136,4
dataset\0004붉은관유황앵무\0004_00000418.jpg,154,219,32,115,4
dataset\0004붉은관유황앵무\0004_00000353.jpg,53,166,202,294,4
dataset\0004붉은관유황앵무\0004_00000456.jpg,80,274,49,180,4
dataset\0004붉은관유황앵무\0004_00000344.jpg,54,214,54,160,4
dataset\0004붉은관유황앵무\0004_00000390.jpg,151,283,28,115,4
dataset\0004붉은관유황앵무\0004_00000415.jpg,95,154,37,88,4
dataset\0004붉은관유황앵무\0004_00000314.jpg,10,289,28,234,4
dataset\0004붉은관유황앵무\0004_00000270.jpg,84,238,36,182,4
dataset\0004붉은관유황앵무\0004_00000302.jpg,20,286,36,218,4
dataset\0004붉은관유황앵무\0004_00000463.jpg,79,188,4,112,4
dataset\0004붉은관유황앵무\0004_00000482.jpg,33,269,21,215,4
dataset\0004붉은관유황앵무\0004_00000320.jpg,150,229,18,72,4
dataset\0004붉은관유황앵무\0004_00000301.jpg,65,199,9,119,4
dataset\0004붉은관유황앵무\0004_00000321.jpg,127,204,37,109,4
dataset\0004붉은관유황앵무\0004_00000441.jpg,111,195,81,183,4
dataset\0004붉은관유황앵무\0004_00000325.jpg,95,277,40,198,4
dataset\0004붉은관유황앵무\0004_00000394.jpg,36,247,12,219,4
dataset\0004붉은관유황앵무\0004_00000249.jpg,139,255,21,124,4
dataset\0004붉은관유황앵무\0004_00000322.jpg,123,190,53,154,4
dataset\0004붉은관유황앵무\0004_00000412.jpg,100,225,22,124,4
dataset\0004붉은관유황앵무\0004_00000262.jpg,70,207,12,239,4
dataset\0004붉은관유황앵무\0004_00000248.jpg,68,245,18,226,4
dataset\0004붉은관유황앵무\0004_00000477.jpg,42,234,48,175,4
dataset\0004붉은관유황앵무\0004_00000387.jpg,96,243,8,178,4
dataset\0004붉은관유황앵무\0004_00000453.jpg,91,229,8,103,4
dataset\0004붉은관유황앵무\0004_00000343.jpg,62,215,70,212,4
dataset\0004붉은관유황앵무\0004_00000423.jpg,36,247,73,204,4
dataset\0004붉은관유황앵무\0004_00000296.jpg,84,203,32,109,4
dataset\0004붉은관유황앵무\0004_00000352.jpg,84,166,81,140,4
dataset\0004붉은관유황앵무\0004_00000279.jpg,73,167,44,107,4
dataset\0004붉은관유황앵무\0004_00000329.jpg,28,234,13,235,4
dataset\0004붉은관유황앵무\0004_00000432.jpg,50,182,32,105,4
dataset\0004붉은관유황앵무\0004_00000274.jpg,91,196,14,97,4
dataset\0004붉은관유황앵무\0004_00000403.jpg,56,242,26,183,4
dataset\0004붉은관유황앵무\0004_00000373.jpg,87,262,28,154,4
dataset\0004붉은관유황앵무\0004_00000446.jpg,32,245,13,243,4
dataset\0004붉은관유황앵무\0004_00000263.jpg,48,234,13,269,4
dataset\0004붉은관유황앵무\0004_00000319.jpg,108,174,79,123,4
dataset\0004붉은관유황앵무\0004_00000484.jpg,97,251,4,204,4
dataset\0004붉은관유황앵무\0004_00000469.jpg,46,278,8,190,4
dataset\0004붉은관유황앵무\0004_00000299.jpg,108,211,38,120,4
dataset\0004붉은관유황앵무\0004_00000389.jpg,113,196,25,96,4
dataset\0004붉은관유황앵무\0004_00000388.jpg,92,156,56,109,4
dataset\0004붉은관유황앵무\0004_00000436.jpg,49,234,49,216,4
dataset\0004붉은관유황앵무\0004_00000287.jpg,128,279,9,163,4
dataset\0004붉은관유황앵무\0004_00000250.jpg,61,226,13,180,4
dataset\0004붉은관유황앵무\0004_00000489.jpg,150,267,37,120,4
dataset\0004붉은관유황앵무\0004_00000488.jpg,45,253,40,269,4
dataset\0004붉은관유황앵무\0004_00000444.jpg,120,275,24,150,4
dataset\0004붉은관유황앵무\0004_00000289.jpg,61,212,9,105,4
dataset\0004붉은관유황앵무\0004_00000268.jpg,127,250,28,125,4
dataset\0004붉은관유황앵무\0004_00000393.jpg,70,206,107,183,4
dataset\0004붉은관유황앵무\0004_00000310.jpg,202,269,65,150,4
dataset\0004붉은관유황앵무\0004_00000448.jpg,125,277,24,121,4
dataset\0004붉은관유황앵무\0004_00000382.jpg,154,234,13,119,4
dataset\0004붉은관유황앵무\0004_00000472.jpg,76,219,9,188,4
dataset\0004붉은관유황앵무\0004_00000363.jpg,85,237,62,190,4
dataset\0004붉은관유황앵무\0004_00000438.jpg,93,160,37,88,4
dataset\0004붉은관유황앵무\0004_00000345.jpg,40,167,5,88,4
dataset\0004붉은관유황앵무\0004_00000495.jpg,21,241,8,238,4
dataset\0004붉은관유황앵무\0004_00000422.jpg,124,184,58,123,4
dataset\0004붉은관유황앵무\0004_00000311.jpg,111,158,54,158,4
dataset\0004붉은관유황앵무\0004_00000442.jpg,66,238,21,233,4
dataset\0004붉은관유황앵무\0004_00000486.jpg,28,257,28,196,4
dataset\0004붉은관유황앵무\0004_00000365.jpg,96,194,41,120,4
dataset\0004붉은관유황앵무\0004_00000269.jpg,93,250,14,222,4
dataset\0004붉은관유황앵무\0004_00000339.jpg,79,231,10,210,4
dataset\0005큰유황앵무\0005_00000017.jpg,124,176,68,113,5
dataset\0005큰유황앵무\0005_00000127.jpg,120,168,61,111,5
dataset\0005큰유황앵무\0005_00000100.jpg,147,198,49,101,5
dataset\0005큰유황앵무\0005_00000136.jpg,92,154,61,111,5
dataset\0005큰유황앵무\0005_00000090.jpg,137,188,37,89,5
dataset\0005큰유황앵무\0005_00000133.jpg,95,151,56,113,5
dataset\0005큰유황앵무\0005_00000015.jpg,119,174,64,111,5
dataset\0005큰유황앵무\0005_00000022.jpg,132,182,48,91,5
dataset\0005큰유황앵무\0005_00000036.jpg,133,182,30,80,5
dataset\0005큰유황앵무\0005_00000035.jpg,135,183,29,79,5
dataset\0005큰유황앵무\0005_00000057.jpg,119,167,33,83,5
dataset\0005큰유황앵무\0005_00000010.jpg,119,182,30,85,5
dataset\0005큰유황앵무\0005_00000020.jpg,131,183,56,101,5
dataset\0005큰유황앵무\0005_00000067.jpg,115,163,41,91,5
dataset\0005큰유황앵무\0005_00000094.jpg,143,194,42,95,5
dataset\0005큰유황앵무\0005_00000071.jpg,115,163,40,89,5
dataset\0005큰유황앵무\0005_00000148.jpg,91,155,56,108,5
dataset\0005큰유황앵무\0005_00000061.jpg,119,167,34,84,5
dataset\0005큰유황앵무\0005_00000156.jpg,147,223,36,123,5
dataset\0005큰유황앵무\0005_00000147.jpg,92,156,56,108,5
dataset\0005큰유황앵무\0005_00000089.jpg,136,187,37,89,5
dataset\0005큰유황앵무\0005_00000047.jpg,121,170,48,97,5
dataset\0005큰유황앵무\0005_00000080.jpg,129,175,40,87,5
dataset\0005큰유황앵무\0005_00000076.jpg,120,168,42,92,5
dataset\0005큰유황앵무\0005_00000141.jpg,91,152,57,107,5
dataset\0005큰유황앵무\0005_00000144.jpg,89,154,54,107,5
dataset\0005큰유황앵무\0005_00000043.jpg,125,174,42,92,5
dataset\0005큰유황앵무\0005_00000070.jpg,115,163,38,88,5
dataset\0005큰유황앵무\0005_00000060.jpg,117,166,36,85,5
dataset\0005큰유황앵무\0005_00000025.jpg,135,184,42,85,5
dataset\0005큰유황앵무\0005_00000006.jpg,119,182,24,79,5
dataset\0005큰유황앵무\0005_00000013.jpg,113,174,53,105,5
dataset\0005큰유황앵무\0005_00000018.jpg,128,180,64,109,5
dataset\0005큰유황앵무\0005_00000121.jpg,127,175,61,111,5
dataset\0005큰유황앵무\0005_00000113.jpg,141,192,50,103,5
dataset\0005큰유황앵무\0005_00000005.jpg,117,178,25,77,5
dataset\0005큰유황앵무\0005_00000086.jpg,132,183,36,88,5
dataset\0005큰유황앵무\0005_00000026.jpg,133,183,40,83,5
dataset\0005큰유황앵무\0005_00000072.jpg,117,166,38,88,5
dataset\0005큰유황앵무\0005_00000028.jpg,133,183,36,79,5
dataset\0005큰유황앵무\0005_00000027.jpg,136,186,38,81,5
dataset\0005큰유황앵무\0005_00000158.jpg,92,171,17,125,5
dataset\0005큰유황앵무\0005_00000123.jpg,124,172,60,109,5
dataset\0005큰유황앵무\0005_00000091.jpg,140,191,38,91,5
dataset\0005큰유황앵무\0005_00000033.jpg,135,183,26,76,5
dataset\0005큰유황앵무\0005_00000029.jpg,133,183,33,76,5
dataset\0005큰유황앵무\0005_00000105.jpg,156,207,53,105,5
dataset\0005큰유황앵무\0005_00000138.jpg,87,148,56,105,5
dataset\0005큰유황앵무\0005_00000103.jpg,154,204,49,101,5
dataset\0005큰유황앵무\0005_00000119.jpg,129,180,58,111,5
dataset\0005큰유황앵무\0005_00000088.jpg,135,186,37,89,5
dataset\0005큰유황앵무\0005_00000099.jpg,147,198,48,100,5
dataset\0005큰유황앵무\0005_00000124.jpg,123,171,61,111,5
dataset\0005큰유황앵무\0005_00000110.jpg,147,198,52,104,5
dataset\0005큰유황앵무\0005_00000023.jpg,135,184,44,87,5
dataset\0005큰유황앵무\0005_00000134.jpg,92,154,57,115,5
dataset\0005큰유황앵무\0005_00000108.jpg,152,203,52,104,5
dataset\0005큰유황앵무\0005_00000066.jpg,115,163,41,91,5
dataset\0005큰유황앵무\0005_00000104.jpg,154,204,52,104,5
dataset\0005큰유황앵무\0005_00000000.jpg,119,179,14,66,5
dataset\0005큰유황앵무\0005_00000129.jpg,99,150,64,120,5
dataset\0005큰유황앵무\0005_00000064.jpg,116,164,37,87,5
dataset\0005큰유황앵무\0005_00000115.jpg,137,188,50,103,5
dataset\0005큰유황앵무\0005_00000075.jpg,119,167,40,89,5
dataset\0005큰유황앵무\0005_00000145.jpg,92,156,56,108,5
dataset\0005큰유황앵무\0005_00000151.jpg,139,191,49,108,5
dataset\0005큰유황앵무\0005_00000093.jpg,140,191,41,93,5
dataset\0005큰유황앵무\0005_00000117.jpg,135,186,54,107,5
dataset\0005큰유황앵무\0005_00000092.jpg,139,190,41,93,5
dataset\0005큰유황앵무\0005_00000069.jpg,115,163,40,89,5
dataset\0005큰유황앵무\0005_00000053.jpg,117,168,38,91,5
dataset\0005큰유황앵무\0005_00000126.jpg,120,168,61,111,5
dataset\0005큰유황앵무\0005_00000037.jpg,133,182,33,83,5
dataset\0005큰유황앵무\0005_00000032.jpg,137,186,26,76,5
dataset\0005큰유황앵무\0005_00000068.jpg,115,163,42,92,5
dataset\0005큰유황앵무\0005_00000111.jpg,147,198,52,104,5
dataset\0005큰유황앵무\0005_00000112.jpg,145,196,49,101,5
dataset\0005큰유황앵무\0005_00000016.jpg,119,174,66,113,5
dataset\0005큰유황앵무\0005_00000042.jpg,127,175,41,91,5
dataset\0005큰유황앵무\0005_00000050.jpg,121,170,50,100,5
dataset\0005큰유황앵무\0005_00000046.jpg,123,171,48,97,5
dataset\0005큰유황앵무\0005_00000044.jpg,124,172,46,96,5
dataset\0005큰유황앵무\0005_00000159.jpg,124,203,13,112,5
dataset\0005큰유황앵무\0005_00000034.jpg,135,183,28,77,5
dataset\0005큰유황앵무\0005_00000125.jpg,121,170,61,111,5
dataset\0005큰유황앵무\0005_00000101.jpg,150,200,48,100,5
dataset\0005큰유황앵무\0005_00000150.jpg,92,156,56,108,5
dataset\0005큰유황앵무\0005_00000087.jpg,133,184,36,88,5
dataset\0005큰유황앵무\0005_00000004.jpg,117,178,24,76,5
dataset\0005큰유황앵무\0005_00000041.jpg,128,176,40,89,5
dataset\0005큰유황앵무\0005_00000003.jpg,117,178,21,73,5
dataset\0005큰유황앵무\0005_00000143.jpg,89,154,56,108,5
dataset\0005큰유황앵무\0005_00000014.jpg,115,172,57,107,5
dataset\0005큰유황앵무\0005_00000152.jpg,155,243,38,132,5
dataset\0005큰유황앵무\0005_00000146.jpg,92,156,57,109,5
dataset\0005큰유황앵무\0005_00000052.jpg,120,168,44,93,5
dataset\0005큰유황앵무\0005_00000157.jpg,107,186,17,125,5
dataset\0005큰유황앵무\0005_00000021.jpg,132,182,53,96,5
